GEL-Breast_common_SBS13	GEL-Breast_common_SBS5	GEL-Breast_common_SBS8	GEL-Breast_common_SBS2	GEL-Breast_common_SBS3	GEL-Breast_common_SBS18	GEL-Breast_common_SBS1	GEL-Breast_common_SBS127	GEL-Breast_common_SBS17	GEL-Breast_rare_SBS44	GEL-Breast_rare_SBS6	GEL-Breast_rare_SBS26	GEL-Breast_rare_SBS57	GEL-Breast_rare_SBS116	GEL-Breast_rare_SBS7a	GEL-Breast_rare_SBS96	GEL-Breast_rare_SBS30	GEL-Breast_rare_SBS87	GEL-Breast_rare_SBS94	GEL-Breast_rare_SBS4	GEL-Breast_rare_SBS124	GEL-Breast_rare_SBS105	GEL-Breast_rare_SBS31	GEL-Breast_rare_SBS23+114	GEL-Breast_rare_SBS33+114	GEL-Breast_rare_SBS136	GEL-Breast_rare_SBS123	GEL-Breast_rare_SBS114	unassigned
GEL-2116225-11	0	0	542.104916897507	0	422.308287165282	270.800784856879	2384.35560941828	369.456832871653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371.973568790399
GEL-2621012-11	2649.03846623023	893.681657382182	0	6719.36583580694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2036.91404058065
GEL-2042810-11	0	537.248969349346	553.28625201649	0	0	618.938877935114	519.708191432156	257.598852841011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309.218856425883
GEL-2726600-11	0	454.007786429366	164.364849833148	0	0	303.674082313682	500.611234705228	207.961624026696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171.38042269188
GEL-2411821-11	0	478.28393674933	1757.38045450618	0	2110.95999308736	0	0	446.73222155016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1002.64339410697
GEL-2308898-11	0	622.078634562633	1186.96616885096	0	0	367.227064919232	431.441633648278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	684.286498018897
GEL-2025217-11	0	408.625422167639	0	208.063862450107	0	0	352.108074915566	239.073380411422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421.129260055266
GEL-2335340-11	0	1268.90380533657	6063.54032747119	0	2519.3090130382	1369.39618708308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1969.85066707096
GEL-2657332-11	0	658.276880661678	242.285939346199	610.72075620323	0	0	503.594328475778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527.122095313115
GEL-2290960-11	0	775.401652311478	521.253295834066	0	239.198453155212	0	748.990156442257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550.156442256987
GEL-2953888-11	0	889.544368600683	1017.47883959044	0	978.498805460751	0	0	1694.63199658703	447.770648464164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	829.075341296932
GEL-2041737-11	0	344	0	0	0	154	196.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332.5
GEL-2961086-11	0	1000.85876993166	0	0	415.026765375854	1343.96753986333	895.478929384966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	729.66799544419
GEL-2828456-11	375.967123287671	449.764383561644	2457.24931506849	0	1512.84383561644	0	0	505.61095890411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	886.564383561645
GEL-2305851-11	0	1719.4081899287	12082.3278211206	0	6086.13535406324	2193.10739482623	0	2605.34562693643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2085.6756131248
GEL-2916233-11	0	475.837800208841	176.069961712496	0	0	0	390.047337278107	195.023668639053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196.021232161503
GEL-2348537-11	160.64317573595	633.564674397859	273.243532560214	198.677074041035	229.204281891169	271.241748438894	276.246208742194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201.179304192685
GEL-2873383-11	0	692.419806243272	419.648367420165	0	674.934457600765	604.993063030738	561.529482119364	799.829805047243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423.645018538453
GEL-2891823-11	0	694.052850603412	0	254.469413233458	0	246.486059092801	610.7265917603	225.030794839784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367.234290470245
GEL-2186670-11	0	701.609979534158	425.959653055258	0	1407.7142578696	0	0	891.868628788617	795.990254361173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900.857226391194
GEL-2899154-11	0	655.852965549899	406.028057298449	0	1362.77234521132	327.92648277495	615.300224931928	514.168698946371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346.951225287083
GEL-2082185-11	0	1570.14505849133	1366.93215006051	521.0459056071	692.725776522791	0	1016.5650665591	568.095199677289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468.49084308188
GEL-2190370-11	9197.42888378298	1720.8286391936	5460.62948413875	4964.39052772013	1817.37512970649	1749.34236955233	0	1551.74722057516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	535.25774533056
GEL-2613051-11	2023.29357619758	743.872625915602	708.902119660336	466.606469177416	1610.14202372464	506.073183379789	723.389900823232	659.443832242173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265.276268879232
GEL-2351996-11	0	0	2682.36549165121	0	3241.42062019613	0	0	1542.27272727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1958.94116087993
GEL-2926989-11	468.577932512051	767.489733976076	0	646.72737011248	742.538832351366	355.300839135869	557.403142296019	1101.83181574719	742.538832351366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207.591501517583
GEL-2480568-11	2357.41621129326	2023.92319368549	4073.80692167577	5489.15528233151	0	1860.67137219186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	640.027018822111
GEL-2440671-11	0	529.634674922601	201.120743034056	0	207.640866873065	0	356.600619195046	417.287925696594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231.715170278638
GEL-2037396-11	701.681632653061	680.191383219955	2391.91473922903	0	2983.6462585034	0	0	897.092970521542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1161.47301587301
GEL-2590102-11	0	1126.75410931445	461.924094614459	0	0	322.645463049579	551.102498997728	877.25497795002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409.318856073764
GEL-2434280-11	0	964.431996414967	702.814810665472	0	943.422585704683	592.265292404212	534.739524983195	425.190454850997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302.135334976474
GEL-2394978-11	0	955.61525621766	297.847604740444	0	0	0	811.94758804874	385.950425638458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547.639125354698
GEL-2562916-11	942.338233030629	589.273510851162	1654.95967369555	0	1616.00769585963	0	0	771.049407418809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	915.37147914422
GEL-2269888-11	0	856.33659299824	0	0	246.240563270096	213.208292587522	559.546645804811	417.407784079797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266.260121259534
GEL-2564023-11	4616.99298245614	1343.57997300945	1975.85290148448	4263.84053981107	1475.1367611336	0	0	2868.7383265857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1988.85851551956
GEL-2725551-11	153.076252723312	454.696895424837	327.804738562091	245.727668845316	0	0	423.477396514161	153.579793028322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.6372549019609
GEL-2950990-11	1558.35915047447	766.930682331677	872.921102575689	842.923813827384	0	0	416.962313601446	422.461816538635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	651.441120650699
GEL-2680207-11	0	699.748127006778	644.188726364609	0	0	212.226899750268	518.554405993578	416.445237245808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314.836603638959
GEL-2729898-11	573.204330641004	293.848427564874	347.820587729851	383.302285616085	0	214.389413988658	679.649424299708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415.78553015982
GEL-2236300-11	1460.49519502544	509.672809496891	0	725.746071226682	443.650423968344	0	687.733182589033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596.70231769361
GEL-2616303-13	0	0	342.714472588893	305.245689142585	426.144963729338	0	1564.6963967178	877.26911642288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	684.929361398504
GEL-2183819-11	0	775.304128902316	0	0	508.165659617321	675.378272910373	926.950402819738	566.916037260826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536.285498489426
GEL-2708842-11	2587.01937751004	0	1724.34618473896	889.178514056225	1542.80973895582	0	787.65813253012	1262.25341365462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1168.73463855422
GEL-2768173-11	1355.16949931098	522.67968151891	1201.76351247895	1176.27913030164	1233.74391364263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1037.36426274689
GEL-2585173-11	1074	1730.5829846583	2622.83682008368	0	3783.21617852162	1331.64016736402	0	1225.7880055788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1119.93584379358
GEL-2176056-11	0	900.166252541224	229.532414727807	0	197.597470070025	0	475.032301784504	286.41653489948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120.25502597696
GEL-2040366-11	0	821.912908242613	225.524883359253	179.417573872473	0	0	403.940124416796	454.056765163297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493.147744945568
GEL-2827726-11	4093.44108275024	0	4225.47143654939	0	3095.71170460892	0	0	1317.80296310896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2491.57281298249
GEL-2379443-11	0	909.118836915297	293.328950695322	1416.91946902655	0	275.247029077118	725.788242730721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352.597471554992
GEL-2796856-11	0	441.021346153846	0	0	301.038461538462	0	983.392307692308	355.225384615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528.322499999999
GEL-2868563-11	1180.37644151565	1665.46952224053	714.345963756178	2073.30889621087	0	1105.12932454695	1011.32125205931	682.742174629325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.3064250411862
GEL-2945391-11	615.40754239433	1136.90549228044	2883.22429764617	0	2874.7324727917	776.752214629208	0	684.840698557327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	896.137281700825
GEL-2227516-11	0	594.881451360651	1802.61057241164	0	1423.32374100719	486.585079762277	629.316703159212	808.479824835784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	636.802627463246
GEL-2746709-11	2087.78318315717	867.870646335124	954.258230809219	2818.8318748917	0	1197.94112805406	1554.9765205337	0	1099.56913879744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	945.769277421587
GEL-2813680-11	0	698.794858870968	0	0	0	222.275705645161	353.64314516129	260.73689516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446.549395161291
GEL-2928904-11	387.658287658288	592.506142506143	0	765.800415800416	0	0	361.113211113211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542.921942921942
GEL-2759701-11	0	1054.91536565325	1472.98551766639	0	791.686010682005	420.06809778143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1123.34500821692
GEL-2218013-11	2268.69689653659	1109.34076642816	2898.39032527106	782.240287959264	2655.315657785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1680.01606601993
GEL-2821800-11	0	560.865241412443	192.953639202498	155.962527023781	0	429.396829209705	468.38746096565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273.434302185923
GEL-2957884-11	0	579.017187121762	1085.6572258533	0	691.326555313483	272.038247397725	763.204550956185	410.80271120794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321.953522149605
GEL-2878804-11	0	668.329689549628	0	0	0	323.126366418889	621.667031045037	281.481198076082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400.395714910364
GEL-2020180-11	0	734.864636769816	0	0	651.323183849081	0	601.298361740857	424.210491477743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611.303326162503
GEL-2467310-11	0	386.17205259639	1469.65478047693	0	923.411410742144	0	339.651326053042	703.813572542902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666.296857588592
GEL-2117575-11	10649.1286128437	0	0	8061.08341386278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4051.78797329352
GEL-2931811-11	0	469.10887801468	394.192240475358	0	506.315798671793	328.325934987767	607.377839916113	356.482523593149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215.19678434114
GEL-2698500-11	0	579.018138801262	287.754468980021	0	0	0	451.684279705573	428.6238170347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.919295478444
GEL-2770527-11	0	598.721167883212	0	0	171.349489051095	0	475.970802919708	169.846423357664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300.112116788321
GEL-2005836-11	417.326965571317	591.963789293606	2651.07705467246	0	1698.83099294319	0	0	768.101789151044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	892.699408368383
GEL-2650467-11	0	1250.46208073279	3924.65812042567	0	2426.3070809573	763.698307215662	0	1642.07655695748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1145.7978537111
GEL-2313753-11	0	636.388031665101	0	475.169730309942	529.574667918959	1346.64698779015	0	2790.62390983497	438.73339594794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1222.86327653294
GEL-2899898-11	0	721.671350030544	538.246548564447	0	537.745387904704	0	513.689676237019	949.198289554062	382.886744043983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458.562003665241
GEL-2978974-11	462.768923639993	565.217767426385	0	743.628680751955	0	0	680.660123107636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	551.724505074031
GEL-2155486-11	1836.57806588735	1439.06116896918	2731.11608926674	0	3553.65105207226	731.531094580234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1471.06252922424
GEL-2381386-11	0	1179.76997962418	973.659572862425	0	1014.5822202098	1303.53603501623	1048.01901743265	630.308580484492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463.124594370223
GEL-2743494-11	500.155303030303	664.542011019284	2576.72417355372	0	1890.19731404959	487.66391184573	0	589.593663911846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546.123622589527
GEL-2066161-11	0	1151.62280055651	831.699893608315	0	1474.03731892954	441.513544479908	763.928062852934	846.649562157296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579.548817415497
GEL-2925983-11	852.916695761469	1260.61587877941	1557.26080580965	1565.26471615111	1735.34781090706	828.404720340758	1214.59339431604	2511.22686963201	2802.36910830249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63797880709171e-12
GEL-2434558-11	0	1264.67485329276	1594.9593566616	0	1528.5027168007	938.887415779178	0	2585.81286676809	525.157357096283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	758.005433601389
GEL-2730237-11	0	682.779858299595	184.521508097166	0	0	191.057692307692	357.981781376518	264.464068825911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306.195091093118
GEL-2493935-11	0	524.884640738299	241.946824873654	0	0	383.915622940013	690.848165238409	201.955614150736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231.449132058889
GEL-2677450-11	0	774.834195774041	243.4191461837	0	250.431220353601	0	501.864165588616	267.460543337646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284.990728762396
GEL-2350095-11	1192.40763589803	1725.70806658131	1663.05529042021	2608.86159934815	1224.48585729252	1014.9749738098	920.24397625422	1853.01850774066	715.244092655104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2258945-11	1196.06739439962	518.746084480304	0	950.450878025629	0	0	657.311817750356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	893.423825344091
GEL-2052027-11	0	884.042586750789	327.553627760252	0	0	305.414826498423	314.471608832808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401.517350157728
GEL-2936241-11	0	430.16944243302	0	0	0	244.734250543085	374.890658942795	128.146270818248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210.059377262852
GEL-2268282-11	2056.71346522017	830.173420548819	410.344288449266	1304.41560306318	0	0	777.257977026165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	879.095245692401
GEL-2262522-11	565.620614715927	515.199006519714	809.741074200559	0	1515.64358894753	0	0	486.743247438684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	931.052468177586
GEL-2554365-11	1244.40941420922	0	3543.69895308879	0	4003.5568608647	753.628306561176	0	1029.94206025733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1906.76440501878
GEL-2026083-11	0	1888.61371762921	3325.08050709719	0	2181.70896088417	1216.89543829234	1532.99815798028	1322.42973236537	1787.58088633655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	592.69259941489
GEL-2505850-11	471.589604869095	639.943097285286	869.243551347696	0	1402.7792483818	0	526.54178340257	537.03265384987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	723.870060863683
GEL-2653789-11	2558.25813019314	612.723545919771	0	4372.4591426842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1531.55918120289
GEL-2777942-11	1032.22046571245	515.610126041444	0	2235.47746208075	0	0	438.593676564837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460.098269600519
GEL-2266725-11	1105.17382735514	1984.90421757982	5642.59873866772	0	4476.80567599527	0	0	1365.18525817895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1948.3322822231
GEL-2998329-11	351.818804796936	925.33850650005	0	507.459840773959	782.709261312103	321.791595283684	1271.65232288622	446.40451476368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358.825153683368
GEL-2781751-11	0	1446.71183332484	1008.40507360807	0	2037.27777494779	765.788803423157	1281.97239060669	1850.07386276807	853.150629107025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	556.619632214359
GEL-2136633-11	0	1337.3559607998	3930.07671321391	0	4886.47370499336	1064.88530710414	0	1012.89090713286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1695.31740675593
GEL-2799484-11	0	358.074838709677	0	0	0	0	397.69376344086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410.231397849463
GEL-2818733-11	0	0	3500.65215142739	0	2921.03434009102	0	0	774.153909805544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2449.15959867605
GEL-2549353-11	0	0	2238.01031238239	0	1473.6652615732	4078.34109898382	0	3992.80248400452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1508.18084305607
GEL-2609414-11	187.865300146413	393.862371888726	0	175.273792093704	0	0	473.440702781845	215.566617862372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273.99121522694
GEL-2664168-11	492.990138423957	1246.73952773003	829.825024880123	1029.02307065955	0	539.035917850357	925.420066950149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468.966253505834
GEL-2361108-11	0	1183.5782714781	1280.79003467317	0	2172.73301656607	689.000898934121	946.060870681906	564.730191344549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	967.106716322084
GEL-2288757-11	1109.73214207121	1352.89256634831	2987.47097398882	833.549931781172	2275.5012543462	1163.26746181946	0	1326.37507151974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319.210598125088
GEL-2097752-11	0	404.147965474723	0	0	0	96.5129469790382	238.266337854501	170.405672009864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313.667077681874
GEL-2388489-11	0	710.348684210526	0	0	165.197368421053	0	261.812799043062	216.758971291866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319.882177033493
GEL-2765653-11	0	500.461697722567	566.824016563147	0	0	1057.30641821946	1493.90062111801	493.47619047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467.031055900626
GEL-2483886-11	224.075774754346	540.975812547241	269.489795918367	208.106009070295	312.408541194255	177.663643235072	547.962585034014	319.395313681028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.922524565382
GEL-2701874-11	0	918.32980332829	956.260816944024	0	1504.76323751891	961.2517397882	1025.13555219365	698.230105900151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534.028744326775
GEL-2110676-11	0	470.481442205726	149.790031813362	0	125.662778366914	0	232.727465535525	269.420996818664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173.917285259809
GEL-2089675-11	306.673917155287	354.200870058634	328.686400605258	759.430679024021	0	268.152071117836	255.644978248534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372.21108379043
GEL-2439073-11	0	606.730691056911	0	262.532520325203	0	242.992886178862	371.253048780488	225.457317073171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263.033536585365
GEL-2217231-11	0	630.29052113254	0	412.344275748872	0	272.55806319245	464.951990151826	212.434961017645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449.420188756667
GEL-2611081-11	0	1369.51559546314	1187.41517013233	0	1146.279536862	437.442344045369	1417.67438563327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	810.672967863891
GEL-2936962-11	0	622.232723577236	168.656504065041	0	0	209.573170731707	431.121951219512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532.415650406504
GEL-2569941-11	711.922985461817	1232.73242176944	2002.68988812625	0	3239.92498513755	672.399502783332	0	663.394152299627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	733.936064421985
GEL-2603272-11	0	346.904744116548	0	0	241.630183040717	109.285020545387	307.802764288382	168.43929772133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167.937990287636
GEL-2385420-11	0	729.921412721893	0	0	411.866309171598	0	474.574334319527	417.384615384615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679.253328402367
GEL-2313523-11	2178.32112842188	1071.15791025704	2211.82606772497	740.10910699366	2416.35621959011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1557.22956701234
GEL-2132874-11	0	864.442	282.307636363636	0	0	0	667.727636363636	412.449454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526.073272727273
GEL-2194470-11	0	424.064820641913	0	124.312146003776	0	0	470.180616740088	210.528634361233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363.91378225299
GEL-2104397-11	1517.3808423913	659.251630434783	0	3299.26385869565	0	0	523.493885869565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1374.6097826087
GEL-2012006-11	11575.5	0	0	19976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1691.5
GEL-2753156-11	0	972.829715511518	2149.64793911844	0	2742.06665304663	761.82440369784	1020.94494100822	980.848919760968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1184.83742785638
GEL-2739619-11	0	521.017395626243	193.191848906561	0	321.319085487078	0	427.424453280318	306.804671968191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244.242544731609
GEL-2138988-11	0	474.594414893617	756.337765957447	213.94414893617	0	508.745124113475	504.225177304965	751.315602836879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189.837765957447
GEL-2145942-11	631.75873445563	1207.86253278064	1130.64757634718	0	1063.96193215464	0	741.56441925387	508.91675831148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642.28804669656
GEL-2740724-11	0	512.254295532646	0	0	255.876288659794	185.134020618557	698.893470790378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391.841924398625
GEL-2925764-11	0	1031.02134570766	3873.20185614849	0	4707.31461716937	782.636658932715	1068.50394431555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1461.32157772622
GEL-2743316-11	12563.9581534374	0	0	7368.49433031266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1154.54751624994
GEL-2577346-11	0	601.410488245931	364.839059674503	0	0	233.077757685353	994.198915009042	527.544303797468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314.929475587703
GEL-2313556-11	493.185227707616	1043.83377981885	2496.40668452609	0	1558.00561296084	777.004082153336	0	689.060211761704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	776.504401071565
GEL-2179905-11	0	477.700782472613	615.614397496088	0	0	412.241784037559	738.037715179969	535.664475743349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413.740845070422
GEL-2989800-11	0	570.327027727391	254.59238144597	204.47577092511	0	0	508.182430681524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396.422389220005
GEL-2557862-11	0	1024.39483323694	578.222864854444	0	768.79631771737	619.738866396761	1232.97522652786	388.64979757085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	576.222093695775
GEL-2526813-11	5197.65851352588	1099.53353258715	2489.57592485285	2911.58879502272	2660.58114001647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2036.06209399493
