GEL-Kidney_common_SBS13	GEL-Kidney_common_SBS5	GEL-Kidney_common_SBS1	GEL-Kidney_common_SBS125	GEL-Kidney_common_SBS107	GEL-Kidney_rare_SBS150	GEL-Kidney_rare_SBS57	GEL-Kidney_rare_SBS22	GEL-Kidney_rare_SBS17	GEL-Kidney_rare_SBS44	GEL-Kidney_rare_SBS26	GEL-Kidney_rare_SBS6	GEL-Kidney_rare_SBS18	GEL-Kidney_rare_SBS31_a	GEL-Kidney_rare_SBS168	GEL-Kidney_rare_SBS117	GEL-Kidney_rare_SBS13	GEL-Kidney_rare_SBS2+13	GEL-Kidney_rare_SBS141	GEL-Kidney_rare_SBS121	GEL-Kidney_rare_SBS108	GEL-Kidney_rare_SBS152	GEL-Kidney_rare_SBS138	GEL-Kidney_rare_SBS153	GEL-Kidney_rare_SBS127	GEL-Kidney_rare_SBS31_b	unassigned
GEL-2761915-11	0	0	791.88970212766	0	785.357617021276	0	0	0	0	0	0	0	1218.48510638298	0	0	0	0	0	0	0	0	0	0	0	0	0	156.267574468084
GEL-2495908-11	0	2134.87268779154	0	3021.44273765482	495.318481582757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569.366092970883
GEL-2498556-11	0	1062.8143525741	0	1483.34521952307	1498.32850456875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437.51192333408
GEL-2971748-11	278.467811158798	1008.57248450167	339.850500715308	1307.5011921793	1251.60801144492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63797880709171e-12
GEL-2043441-11	0	2014.03778076804	0	1791.64713797744	688.709760894317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344.605320360203
GEL-2339337-11	319.367088607595	1104.8105221519	915.186313291139	1265.99109968354	1440.64497626582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.3664629124105e-12
GEL-2220398-11	6975.87132778772	662.057228598505	0	630.530693903338	900.758134147625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335.782615562812
GEL-2002889-11	0	1397.11187972048	0	3258.42867226654	1711.91176678196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	711.54768123102
GEL-2581097-11	0	1142.84405025868	312.230598669623	987.729490022173	765.065040650406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177.130820399118
GEL-2659214-11	0	790.062256809338	323.75486381323	523.027237354086	277.07392996109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.081712062256
GEL-2030035-11	319.890491322415	1286.5705206551	366.947934490345	984.201417746272	1138.38963578587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2994738-11	564.879493965016	1872.9426192474	602.338346349964	2494.75956883754	2203.07997160008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2089244-11	270.331880657057	1557.41200134093	396.987372890826	1162.42708682534	1092.84165828584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.27595761418343e-12
GEL-2483880-11	0	2818.42543859649	0	3050.30226608187	1552.32809454191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	764.94420077973
GEL-2071904-11	255.794016110472	1123.29113924051	375.932105868815	1792.56041426928	802.422324510932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2036254-11	356.997364749651	337.470159665168	1732.9142768563	0	708.987753836615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.630444892266
GEL-2011822-11	0	2479.48047772164	0	2554.93423671719	1007.88233042413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484.70295513704
GEL-2930712-11	0	1612.08165921106	0	1495.14827165514	2595.02171614477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441.748352989031
GEL-2854921-11	0	1433.26824289845	0	1708.12791291036	2127.41384589216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	607.18999829903
GEL-2893250-11	255.517163334591	1122.87815918521	576.909845341381	1170.78762731045	842.907204828367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-13
GEL-2398598-11	335.591524961353	1530.91752296081	520.141856870055	1714.96771846867	1398.38137673911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81898940354586e-12
GEL-2374465-11	0	2225.92961209252	518.566017118922	1084.68393735203	1370.49590238572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297.324531050808
GEL-2976245-11	0	1451.82640391844	328.186809431598	1250.71192618749	1111.63275999544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249.642100467032
GEL-2703450-11	0	3352.57669911166	1481.54528839206	2343.90751051983	4019.69651889319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550.27398308326
GEL-2286001-11	0	1500.01887237556	408.324604859637	725.799481009672	1391.69804199104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206.158999764091
GEL-2457064-13	0	2148.60625092725	0	3395.66791948964	3698.68290391178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	868.042925671329
GEL-2866259-11	0	1498.18049040512	0	2460.97515991471	383.918123667377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345.926226012793
GEL-2314348-11	357.163566388711	967.443049573903	548.251076697517	1664.26216439109	1921.88014294878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2457064-12	0	2035.29706259194	0	3532.35443458454	3927.89802116452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1055.450481659
GEL-2818867-11	0	2220.58820809249	401.64901734104	2287.19583815029	1305.1089017341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283.45803468208
GEL-2819832-11	309.996177087187	1153.34603526945	0	1053.68652114934	1324.62017511407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219.351091379953
GEL-2457064-14	0	2138.70756948551	0	3417.72383205204	3720.319140548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	889.24945791445
GEL-2457064-11	0	2056.50139004048	0	3398.8286592206	3811.92937618885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	986.740574550069
GEL-2480415-11	0	2306.71207430341	0	3223.6939073544	2327.22285180209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	706.3711665401
GEL-2711334-11	313.913798355163	1464.43039902528	606.799878160219	906.194537516499	1639.66138694284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2294685-11	0	1958.60553579712	0	1409.9359053657	2382.2365084274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	718.22205040978
GEL-2560032-11	0	1665.91917008861	0	1728.37864707154	768.001728982062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461.700453857788
GEL-2347323-11	0	1160.95079006772	530.020993227991	312.717381489842	183.334311512415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.976523702032
GEL-2662281-11	288.745758451678	1148.98831217796	446.107201206485	1202.94080683675	888.217921327133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2808573-11	707.779308185945	1500.41227109094	1015.24902175614	4282.11472843951	2061.44467052747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2903003-11	0	773.031396125584	215.787909151637	151.702404809619	313.918837675351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.559452237809
GEL-2831590-11	95.2612282309807	317.87167736022	350.96241979835	0	264.725939505041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.1787351054081
GEL-2860331-11	0	1855.38980509745	332.248875562219	1665.74775112444	1224.41716641679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262.196401799101
GEL-2297988-11	0	1694.51694915254	593.805084745763	1372.39392168323	1254.03243717124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212.251607247227
GEL-2270205-11	869.217685370741	2081.02116733467	0	2799.70115230461	1790.44839679359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445.611598196389
GEL-2692765-11	0	1386.88336520076	394.751434034417	442.782026768642	802.51115360102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113.072020395161
GEL-2203373-11	0	2297.42914893617	0	1605.04638297872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803.52446808511
GEL-2634139-11	598.43444961706	1463.50803423938	804.929418831656	1393.84104219853	2414.28705511338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2560090-11	309.902627997068	1567.50748612711	492.845147105015	1579.50371688828	824.241021882525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81898940354586e-12
GEL-2703702-11	943.96477217599	1154.45691681905	0	7603.71623689219	3501.86931372915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193.99276038362
GEL-2689079-11	7253.30206148652	0	1634.42007263799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	895.277865875491
GEL-2610422-11	0	1605.26021036672	611.28949113996	1222.57898227992	1541.73012413532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298.14119207808
GEL-2348114-11	0	1217.69192472369	0	1595.47585382854	1668.83680175246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529.99541969531
GEL-2910274-11	0	1529.32610420524	0	1359.51229833377	2312.77386934673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480.38772811426
GEL-2966941-11	262	1453.5	304.5	977	1510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2600822-11	0	1092.71844660194	0	2110.07700033478	969.630621582413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329.573931480867
GEL-2064435-11	517.10090256885	1173.45967368665	832.552418421662	1506.38081462624	4597.5061906966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2804463-11	0	1919.36333363334	951.427954279543	1041.9686796868	1364.11358113581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281.126451264507
GEL-2768441-11	375.53260397673	1102.0956846401	415.536077103412	1903.66527741599	1962.17035686377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2682615-11	279.251464623704	1678.51149166291	463.917755745831	827.745380802163	1192.57390716539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81898940354586e-12
GEL-2760510-11	0	1338.06754874652	0	1780.91016713092	1474.63579387187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453.38649025069
GEL-2490395-11	0	594.262597402597	507.443376623377	329.813246753247	427.60961038961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.8711688311691
GEL-2838647-11	472.583936666892	1541.14317612829	0	3481.43494147101	1606.58556059273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281.252385141078
GEL-2877152-11	0	1653.17462369563	0	2319.13362267984	811.123095392003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	618.568658232527
GEL-2260454-11	362.829725304712	2009.32599599782	494.449336001455	1569.42623249045	1065.96871020557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2180953-11	0	1574.15009058835	644.061409363974	1283.62238962525	1447.13798035663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295.028130065796
GEL-2554380-11	343.934774364809	1441.22667804323	602.88566552901	1121.78725824801	1763.16562381494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-13
GEL-2637104-11	419.298390542658	2203.06779661017	849.104258652614	1684.1985472155	1870.33100697906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2129506-11	376.646818497914	1272.6172635605	727.851269123783	1270.12291376912	2091.76173504868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.72848410531878e-12
GEL-2703390-11	428.818598097922	1082.01902078197	456.741669601973	3765.12701655513	1345.29369496302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2497422-11	311.394169835234	1788.76425855513	576.730038022814	1106.90114068441	956.210392902408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63797880709171e-12
GEL-2305732-11	0	0	1622.27526223776	882.193487762238	7890.70284090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1053.82840909091
GEL-2793265-11	397.654159096295	2030.73386523422	568.006003633778	1462.72786160044	1864.87811043526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.27595761418343e-12
GEL-2544858-11	0	1354.91490171211	478.529486366519	936.51477488903	966.579454660748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214.461382371593
GEL-2867246-11	302.933786799872	1034.35944308641	429.488362206398	1338.28972260602	1582.92868530131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2955325-14	266.059829059829	1454.32703553756	0	1616.36347278453	961.716261808367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148.533400809714
GEL-2686640-11	410.871351612125	519.205596204873	669.475677414167	1605.54345903353	3003.90391573531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2115810-13	311.968314726209	1596.71961722488	339.876023391813	1329.10462519936	1109.33141945774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2866541-11	432.238805970149	1596.38197899392	658.3637368712	1680.42841348812	1967.58706467662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2620073-14	389.917170681702	992.334187596104	427.505586878524	1558.66632496156	1520.57672988211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2450419-11	515.351526497696	829.760944700461	1146.16978686636	2052.40869815668	2398.3090437788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.72848410531878e-12
GEL-2259262-12	284.276037256562	1036.85944115157	347.11600338696	1180.49364944962	1274.25486875529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2467678-11	346.395956513446	1413.11529658592	869.49389662407	1637.37163837498	982.623211901583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-13
GEL-2339412-11	0	547.77003776752	137.94208980277	315.867394041125	146.438522870332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.981955518253
GEL-2729260-11	0	1696.85675812153	0	2616.23733378219	1039.29978118162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	584.60612691466
GEL-2213686-11	0	1689.01408787011	420.000835721108	971.658667621777	895.567932187202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216.758476599803
GEL-2280285-11	0	1834.78288357749	582.089745566692	1675.75836545875	2029.81295296839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363.556052428678
GEL-2175975-11	0	1365.27481377089	455.091604590296	2119.42661566338	803.6617676666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224.545198308834
GEL-2453952-11	366.079664755183	1285.52395235995	536.384119982356	1257.55606528452	2215.456197618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2957280-11	421.652897222614	1951.52178203863	0	1683.10616100381	2750.75934019456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296.959819540386
GEL-2571643-11	0	1428.22461928934	292.148223350254	715.863197969543	1295.65736040609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210.106598984773
GEL-2352331-11	348.032308977811	1399.12988580447	628.058304707084	700.064989323183	2310.71451118745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81898940354586e-12
GEL-2422335-11	360.470676129996	1021.33358236832	562.734777736272	1700.72067613	1715.74028763541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81898940354586e-12
GEL-2829941-11	0	2493.22077110542	550.827844779104	2289.28450915453	2330.27169905643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335.395175904516
GEL-2065694-11	0	1884.37253338649	0	2116.23380506279	641.116404225633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372.277257325087
GEL-2349761-11	337.795430672269	1760.03930322129	390.341386554622	2559.73870798319	669.085171568627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81898940354586e-12
GEL-2120128-11	0	1458.65821678322	0	1537.22059758423	2619.07962492053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	682.041560712019
GEL-2253781-11	0	1513.46321915848	0	2282.73180040073	970.361606716916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489.443373723874
GEL-2955325-11	0	1355.68856224162	0	1564.14067524116	1019.26584749655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413.90491502067
GEL-2620073-11	313.189398523539	1085.65654120779	344.708459397313	1192.22098511437	1198.22461575699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2115810-11	309.507180960197	1646.19757899056	384.630283135002	1364.73635617563	1176.92860073861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09494701772928e-13
GEL-2866541-12	403.954670108082	1602.85223423133	565.536538151315	1617.31480884014	1993.34174866914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2620073-12	348.208244411996	974.882736156352	415.44153656071	1351.18847579468	1377.27900707627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2115810-14	336.349629100009	1804.69318080257	709.682724104031	1559.80266333006	1181.47180266333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2345273-11	0	1811.5	0	2855.5	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590
GEL-2127935-11	0	1884.68217838476	986.83358624178	962.837632776934	1802.69600404654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292.950598549985
GEL-2351233-11	0	1870.34739454094	386.039702233251	1042.40694789082	888.290322580645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234.915632754344
GEL-2377584-11	454.645822522055	1976.46030098599	0	2433.60417747794	2632.4492734821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204.840425531915
GEL-2872763-11	0	1766.00786075239	280.842223469961	1728.52891633914	459.741718135879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214.87928130263
GEL-2002850-11	0	1985.90661111548	570.186070277494	652.140948038676	2843.43447842151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305.33189214684
GEL-2413493-11	0	1495.67414506643	1078.76497495099	738.839032890438	1073.26617294707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203.455674145072
GEL-2084938-11	302.342628238477	1384.27947143898	519.729476641348	1193.87857663094	1402.76984705025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.45696821063757e-12
GEL-2975338-11	383.03593220339	1490.53118644068	0	2515.30271186441	1206.26237288136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320.86779661016
GEL-2304393-11	427.230326446933	1267.6998107554	515.674499290333	1750.39512695158	2376.00023655575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54747350886464e-12
GEL-2734316-11	0	1242.87993069004	451.137906431556	1136.34736520232	1808.55284884314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268.081948832944
GEL-2270879-11	0	1751.10867482704	781.89739222991	624.714422565194	1313.20596061735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247.073549760506
GEL-2969315-11	0	1925.62283366089	0	1483.93871716991	1616.84366624978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	566.59478291942
GEL-2031810-11	0	700.390282485876	944.503502824859	298.527005649717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265.579209039548
GEL-2932389-11	330.829511465603	1775.26819541376	314.313060817547	1427.9222333001	1171.66699900299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2355889-11	0	1538.08686895811	0	1620.06484962406	277.925349087003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286.922932330827
GEL-2052231-11	1734.60991909954	2435.85648962364	1031.86282096377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485.670770313051
GEL-2158475-11	0	2053.10153691106	0	2287.38489963887	1002.07340220039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	605.440161249679
GEL-2139243-11	0	1593.13468592389	0	1062.25641907382	1337.19337459881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368.41552040348
GEL-2195187-11	0	527.155778894472	568.167898315105	0	497.146911025717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.5294117647061
GEL-2297657-11	445.465077996394	1745.36317315983	523.458963706201	2073.33746178569	1590.37532335189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2055076-11	0	1960.26650384311	675.9367143165	2430.07003807198	1553.00337619424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345.72336757417
GEL-2586940-11	431.621583742116	1237.91468114926	433.619831814997	1071.56052908199	2528.28337421163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.27595761418343e-12
GEL-2380065-11	0	1244.94649088794	537.124079100427	1136.82086079876	807.938735944164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.169833268709
GEL-2819438-11	0	1293.38685208597	344.300884955752	1126.25537294564	1747.10113780025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.955752212388
GEL-2920404-11	0	1307.06181044796	360.931277415925	1105.32074970092	805.462448491293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187.223713943902
GEL-2361981-11	290.759454432734	1166.53492457119	892.261830956809	1211.49772680306	1273.94606323621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2017849-11	61472.7482169121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1769.2517830879
GEL-2416003-11	287.192586623691	1197.88879935536	429.034649476229	814.464141821112	1625.41982272361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2842033-11	385.957652221613	1092.88008776742	351.961382336808	1234.86450905101	1491.33636862315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2984211-11	0	1084.21503669907	0	509.601071216029	669.132711763539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258.051180321362
GEL-2730564-11	0	893.571748878924	227.281303897896	680.840462228355	979.868402897551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127.438082097274
GEL-2145413-11	0	1403.0557840617	423.064524421594	1891.05347043702	1792.15526992288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319.670951156806
GEL-2600507-11	0	1029.60408594576	417.24480450863	1118.65633439004	1474.8653281672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220.62944698837
GEL-2906412-11	0	1903.98569536424	0	1466.33377483444	3426.77456953642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	746.905960264899
GEL-2939945-11	0	829.106737458806	333.243866715489	706.517026730136	764.059135847675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.073233247894
GEL-2051687-11	501.454103499009	1989.8338130877	0	3569.11456534254	1563.29815134651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184.299366724241
GEL-2774981-11	322.968595999614	1179.06000579766	0	1372.2421489999	1955.28282925887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336.446419943956
GEL-2311603-11	0	750.11341049924	0	2167.77271132936	884.223079621186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477.890798550214
GEL-2738462-11	0	1548.46767757382	554.88427773344	1234.96807661612	1465.33519553073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216.34477254589
GEL-2497369-11	0	1451.32468113672	0	1539.34437234281	1105.24725889461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374.08368762586
GEL-2578419-11	490.864521403092	861.639863258026	842.125371581451	1408.54600178359	2353.24754756243	0	0	0	776.576694411415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEL-2065253-11	0	2199.65071151358	826.928848641656	856.890038809832	955.761966364812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178.76843467012
GEL-2419977-11	0	1882.16383738139	437.538086532602	2006.17463219291	1107.09636980935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311.027074083748
GEL-2373478-11	1368.43642732049	739.276007005254	632.16357267951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118.123992994746
